As At,Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting region,Statistical Area 2,Number of offences
3/03/2025,2024,6,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Unknown ,3
3/03/2025,2024,6,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,,6
3/03/2025,2024,6,Commercial break-ins,Commercial break-ins actual,-,-,Tennant Creek,,5
3/03/2025,2024,6,Commercial break-ins,Commercial break-ins attempted,-,-,Alice Springs,,4
3/03/2025,2024,6,Commercial break-ins,Commercial break-ins attempted,-,-,Darwin,,3
3/03/2025,2024,6,Commercial break-ins,Commercial break-ins attempted,-,-,Katherine,,2
3/03/2025,2024,6,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Petermann - Simpson,2
3/03/2025,2024,6,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Tanami,1
3/03/2025,2024,6,Homicide and related Offences,Murder,-,-,Darwin,,1
3/03/2025,2024,6,Homicide and related Offences,Driving causing death,-,-,Darwin,,1
3/03/2025,2024,6,House break-ins,House break-ins actual,-,-,Alice Springs,,58
3/03/2025,2024,6,House break-ins,House break-ins actual,-,-,Darwin,,32
3/03/2025,2024,6,House break-ins,House break-ins actual,-,-,Katherine,,19
3/03/2025,2024,6,House break-ins,House break-ins actual,-,-,Nhulunbuy,,11
3/03/2025,2024,6,House break-ins,House break-ins actual,-,-,NT Balance,Anindilyakwa,1
3/03/2025,2024,6,House break-ins,House break-ins actual,-,-,NT Balance,Barkly,3
3/03/2025,2024,6,House break-ins,House break-ins actual,-,-,NT Balance,Daly,1
3/03/2025,2024,6,House break-ins,House break-ins actual,-,-,NT Balance,East Arnhem,4
3/03/2025,2024,6,House break-ins,House break-ins actual,-,-,NT Balance,Gulf,2
3/03/2025,2024,6,House break-ins,House break-ins actual,-,-,NT Balance,Humpty Doo,1
3/03/2025,2024,6,House break-ins,House break-ins actual,-,-,NT Balance,Petermann - Simpson,1
3/03/2025,2024,6,House break-ins,House break-ins actual,-,-,NT Balance,Sandover - Plenty,2
3/03/2025,2024,6,House break-ins,House break-ins actual,-,-,NT Balance,Thamarrurr,6
3/03/2025,2024,6,House break-ins,House break-ins actual,-,-,NT Balance,Tiwi Islands,1
3/03/2025,2024,6,House break-ins,House break-ins actual,-,-,NT Balance,Victoria River,2
3/03/2025,2024,6,House break-ins,House break-ins actual,-,-,NT Balance,West Arnhem,2
3/03/2025,2024,6,House break-ins,House break-ins actual,-,-,NT Balance,Unknown ,2
3/03/2025,2024,6,House break-ins,House break-ins actual,-,-,Palmerston,,15
3/03/2025,2024,6,House break-ins,House break-ins actual,-,-,Tennant Creek,,18
3/03/2025,2024,6,House break-ins,House break-ins attempted,-,-,Alice Springs,,8
3/03/2025,2024,6,House break-ins,House break-ins attempted,-,-,Darwin,,9
3/03/2025,2024,6,House break-ins,House break-ins attempted,-,-,Katherine,,4
3/03/2025,2024,6,House break-ins,House break-ins attempted,-,-,NT Balance,Alligator,1
3/03/2025,2024,6,House break-ins,House break-ins attempted,-,-,NT Balance,East Arnhem,3
3/03/2025,2024,6,House break-ins,House break-ins attempted,-,-,NT Balance,Sandover - Plenty,1
3/03/2025,2024,6,House break-ins,House break-ins attempted,-,-,NT Balance,Thamarrurr,1
3/03/2025,2024,6,House break-ins,House break-ins attempted,-,-,Palmerston,,1
3/03/2025,2024,6,House break-ins,House break-ins attempted,-,-,Tennant Creek,,2
3/03/2025,2024,6,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Alice Springs,,3
3/03/2025,2024,6,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,,24
3/03/2025,2024,6,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Katherine,,4
3/03/2025,2024,6,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Alligator,1
3/03/2025,2024,6,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Anindilyakwa,2
3/03/2025,2024,6,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Howard Springs,1
3/03/2025,2024,6,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Humpty Doo,1
3/03/2025,2024,6,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Thamarrurr,1
3/03/2025,2024,6,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,,7
3/03/2025,2024,6,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Alice Springs,,3
3/03/2025,2024,6,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Darwin,,13
3/03/2025,2024,6,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,Anindilyakwa,1
3/03/2025,2024,6,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,Barkly,1
3/03/2025,2024,6,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,Petermann - Simpson,1
3/03/2025,2024,6,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,Virginia,1
3/03/2025,2024,6,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,West Arnhem,2
3/03/2025,2024,6,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,Yuendumu - Anmatjere,2
3/03/2025,2024,6,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Palmerston,,2
3/03/2025,2024,6,Property Damage Offences,Property damage offences,-,-,Alice Springs,,175
3/03/2025,2024,6,Property Damage Offences,Property damage offences,-,-,Darwin,,140
3/03/2025,2024,6,Property Damage Offences,Property damage offences,-,-,Katherine,,69
3/03/2025,2024,6,Property Damage Offences,Property damage offences,-,-,Nhulunbuy,,9
3/03/2025,2024,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Alligator,2
3/03/2025,2024,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Anindilyakwa,5
3/03/2025,2024,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Barkly,1
3/03/2025,2024,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Daly,6
3/03/2025,2024,6,Property Damage Offences,Property damage offences,-,-,NT Balance,East Arnhem,17
3/03/2025,2024,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Elsey,1
3/03/2025,2024,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Gulf,6
3/03/2025,2024,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,1
3/03/2025,2024,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,4
3/03/2025,2024,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Koolpinyah,1
3/03/2025,2024,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Petermann - Simpson,1
3/03/2025,2024,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Sandover - Plenty,3
3/03/2025,2024,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Thamarrurr,8
3/03/2025,2024,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Tiwi Islands,7
3/03/2025,2024,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Victoria River,1
3/03/2025,2024,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Virginia,3
3/03/2025,2024,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Weddell,3
3/03/2025,2024,6,Property Damage Offences,Property damage offences,-,-,NT Balance,West Arnhem,7
3/03/2025,2024,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Yuendumu - Anmatjere,1
3/03/2025,2024,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Unknown ,11
3/03/2025,2024,6,Property Damage Offences,Property damage offences,-,-,Palmerston,,79
3/03/2025,2024,6,Property Damage Offences,Property damage offences,-,-,Tennant Creek,,30
3/03/2025,2024,6,Robbery - extortion and related offences,Robbery,-,-,Alice Springs,,4
3/03/2025,2024,6,Robbery - extortion and related offences,Robbery,-,-,Darwin,,10
3/03/2025,2024,6,Robbery - extortion and related offences,Robbery,-,-,Katherine,,3
3/03/2025,2024,6,Robbery - extortion and related offences,Robbery,-,-,NT Balance,East Arnhem,1
3/03/2025,2024,6,Robbery - extortion and related offences,Robbery,-,-,NT Balance,Thamarrurr,1
3/03/2025,2024,6,Robbery - extortion and related offences,Robbery,-,-,NT Balance,West Arnhem,1
3/03/2025,2024,6,Robbery - extortion and related offences,Robbery,-,-,Palmerston,,3
3/03/2025,2024,6,Sexual assault and related offences,Sexual assault,-,-,Alice Springs,,7
3/03/2025,2024,6,Sexual assault and related offences,Sexual assault,-,-,Darwin,,18
3/03/2025,2024,6,Sexual assault and related offences,Sexual assault,-,-,Katherine,,4
3/03/2025,2024,6,Sexual assault and related offences,Sexual assault,-,-,NT Balance,East Arnhem,2
3/03/2025,2024,6,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Howard Springs,2
3/03/2025,2024,6,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Humpty Doo,1
3/03/2025,2024,6,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Petermann - Simpson,2
3/03/2025,2024,6,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Thamarrurr,2
3/03/2025,2024,6,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Tiwi Islands,1
3/03/2025,2024,6,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Yuendumu - Anmatjere,1
3/03/2025,2024,6,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Unknown ,1
3/03/2025,2024,6,Sexual assault and related offences,Sexual assault,-,-,Palmerston,,4
3/03/2025,2024,6,Sexual assault and related offences,Sexual assault,-,-,Tennant Creek,,1
3/03/2025,2024,6,Sexual assault and related offences,Non-assaultive sexual offences,-,-,Katherine,,1
3/03/2025,2024,6,Sexual assault and related offences,Non-assaultive sexual offences,-,-,NT Balance,Alligator,5
3/03/2025,2024,6,Sexual assault and related offences,Non-assaultive sexual offences,-,-,NT Balance,Tanami,1
3/03/2025,2024,6,Sexual assault and related offences,Non-assaultive sexual offences,-,-,NT Balance,West Arnhem,1
3/03/2025,2024,6,Sexual assault and related offences,Non-assaultive sexual offences,-,-,Palmerston,,1
3/03/2025,2024,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Alice Springs,,163
3/03/2025,2024,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,,264
3/03/2025,2024,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Katherine,,48
3/03/2025,2024,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Nhulunbuy,,4
3/03/2025,2024,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Alligator,7
3/03/2025,2024,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Anindilyakwa,2
3/03/2025,2024,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Barkly,6
3/03/2025,2024,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Daly,4
3/03/2025,2024,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,East Arnhem,10
3/03/2025,2024,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Gulf,1
3/03/2025,2024,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,2
3/03/2025,2024,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,5
3/03/2025,2024,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Koolpinyah,1
3/03/2025,2024,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Petermann - Simpson,3
3/03/2025,2024,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Tanami,2
3/03/2025,2024,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Thamarrurr,3
3/03/2025,2024,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Tiwi Islands,5
3/03/2025,2024,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Victoria River,3
3/03/2025,2024,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Virginia,9
3/03/2025,2024,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Weddell,5
3/03/2025,2024,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,West Arnhem,1
3/03/2025,2024,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Yuendumu - Anmatjere,1
3/03/2025,2024,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Unknown ,8
3/03/2025,2024,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,,92
3/03/2025,2024,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Tennant Creek,,20
3/03/2025,2024,7,Abduction - harassment and other offences against the person,Abduction and kidnapping,-,-,Palmerston,,1
3/03/2025,2024,7,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Alice Springs,,1
3/03/2025,2024,7,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,NT Balance,Thamarrurr,1
3/03/2025,2024,7,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Palmerston,,1
3/03/2025,2024,7,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Darwin,,1
3/03/2025,2024,7,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Katherine,,2
3/03/2025,2024,7,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Palmerston,,3
3/03/2025,2024,7,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Alice Springs,,6
3/03/2025,2024,7,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,,13
3/03/2025,2024,7,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Katherine,,1
3/03/2025,2024,7,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Gulf,2
3/03/2025,2024,7,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Sandover - Plenty,2
3/03/2025,2024,7,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Thamarrurr,1
3/03/2025,2024,7,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Palmerston,,2
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,No,Alice Springs,,46
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,No,Darwin,,74
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,No,Katherine,,16
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,No,Nhulunbuy,,4
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,No,NT Balance,Alligator,1
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,No,NT Balance,Anindilyakwa,2
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,No,NT Balance,Barkly,4
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,No,NT Balance,Daly,3
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,No,NT Balance,East Arnhem,5
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,No,NT Balance,Elsey,1
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,No,NT Balance,Gulf,1
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,No,NT Balance,Howard Springs,18
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,No,NT Balance,Humpty Doo,2
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,No,NT Balance,Sandover - Plenty,5
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,No,NT Balance,Tanami,1
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,No,NT Balance,Thamarrurr,5
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,No,NT Balance,Tiwi Islands,2
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,No,NT Balance,Victoria River,2
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,No,NT Balance,Virginia,1
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,No,NT Balance,Weddell,2
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,No,NT Balance,West Arnhem,5
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,No,NT Balance,Unknown ,5
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,No,Palmerston,,19
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,No,Tennant Creek,,3
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,Yes,Alice Springs,,102
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,Yes,Darwin,,64
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,Yes,Katherine,,22
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,Yes,Nhulunbuy,,6
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Alligator,3
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Anindilyakwa,3
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Barkly,5
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Daly,1
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,Yes,NT Balance,East Arnhem,20
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Elsey,2
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Gulf,10
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Humpty Doo,2
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Petermann - Simpson,6
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Sandover - Plenty,8
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Tanami,6
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Thamarrurr,22
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Tiwi Islands,12
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Victoria River,9
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Weddell,1
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,Yes,NT Balance,West Arnhem,19
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Yuendumu - Anmatjere,8
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Unknown ,4
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,Yes,Palmerston,,22
3/03/2025,2024,7,Acts intended to cause Injury,Assault,No,Yes,Tennant Creek,,6
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,No,Alice Springs,,26
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,No,Darwin,,40
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,No,Katherine,,5
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,No,Nhulunbuy,,1
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Alligator,1
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Daly,4
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Gulf,3
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Humpty Doo,1
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Petermann - Simpson,1
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Sandover - Plenty,1
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Thamarrurr,2
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Victoria River,1
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Virginia,1
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,No,NT Balance,West Arnhem,2
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Yuendumu - Anmatjere,1
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Unknown ,3
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,No,Palmerston,,18
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,No,Tennant Creek,,3
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,Yes,Alice Springs,,58
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,Yes,Darwin,,60
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,Yes,Katherine,,49
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,Yes,Nhulunbuy,,3
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Alligator,2
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Barkly,7
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Daly,3
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,East Arnhem,2
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Elsey,3
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Gulf,7
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Howard Springs,2
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Humpty Doo,1
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Petermann - Simpson,1
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Sandover - Plenty,5
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Tanami,3
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Thamarrurr,3
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Tiwi Islands,3
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Victoria River,2
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Virginia,1
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,West Arnhem,5
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Yuendumu - Anmatjere,2
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Unknown ,3
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,Yes,Palmerston,,31
3/03/2025,2024,7,Acts intended to cause Injury,Assault,Yes,Yes,Tennant Creek,,22
3/03/2025,2024,7,Acts intended to cause Injury,Other acts intended to cause injury,-,-,Palmerston,,1
3/03/2025,2024,7,Commercial break-ins,Commercial break-ins actual,-,-,Alice Springs,,25
3/03/2025,2024,7,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,,20
3/03/2025,2024,7,Commercial break-ins,Commercial break-ins actual,-,-,Katherine,,10
3/03/2025,2024,7,Commercial break-ins,Commercial break-ins actual,-,-,Nhulunbuy,,1
3/03/2025,2024,7,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Anindilyakwa,3
3/03/2025,2024,7,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Daly,1
3/03/2025,2024,7,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,East Arnhem,16
3/03/2025,2024,7,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Elsey,1
3/03/2025,2024,7,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Gulf,2
3/03/2025,2024,7,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Howard Springs,2
3/03/2025,2024,7,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Petermann - Simpson,2
3/03/2025,2024,7,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Sandover - Plenty,1
3/03/2025,2024,7,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Tanami,3
3/03/2025,2024,7,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Tiwi Islands,1
3/03/2025,2024,7,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Weddell,1
3/03/2025,2024,7,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Unknown ,2
3/03/2025,2024,7,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,,7
3/03/2025,2024,7,Commercial break-ins,Commercial break-ins actual,-,-,Tennant Creek,,6
3/03/2025,2024,7,Commercial break-ins,Commercial break-ins attempted,-,-,Alice Springs,,3
3/03/2025,2024,7,Commercial break-ins,Commercial break-ins attempted,-,-,Darwin,,6
3/03/2025,2024,7,Commercial break-ins,Commercial break-ins attempted,-,-,Katherine,,2
3/03/2025,2024,7,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Howard Springs,1
3/03/2025,2024,7,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,West Arnhem,1
3/03/2025,2024,7,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Unknown ,1
3/03/2025,2024,7,Commercial break-ins,Commercial break-ins attempted,-,-,Palmerston,,3
3/03/2025,2024,7,Homicide and related Offences,Murder,-,-,Katherine,,1
3/03/2025,2024,7,House break-ins,House break-ins actual,-,-,Alice Springs,,76
3/03/2025,2024,7,House break-ins,House break-ins actual,-,-,Darwin,,36
3/03/2025,2024,7,House break-ins,House break-ins actual,-,-,Katherine,,25
3/03/2025,2024,7,House break-ins,House break-ins actual,-,-,Nhulunbuy,,2
3/03/2025,2024,7,House break-ins,House break-ins actual,-,-,NT Balance,Alligator,2
3/03/2025,2024,7,House break-ins,House break-ins actual,-,-,NT Balance,East Arnhem,9
3/03/2025,2024,7,House break-ins,House break-ins actual,-,-,NT Balance,Gulf,2
3/03/2025,2024,7,House break-ins,House break-ins actual,-,-,NT Balance,Humpty Doo,2
3/03/2025,2024,7,House break-ins,House break-ins actual,-,-,NT Balance,Tanami,2
3/03/2025,2024,7,House break-ins,House break-ins actual,-,-,NT Balance,Virginia,1
3/03/2025,2024,7,House break-ins,House break-ins actual,-,-,NT Balance,Yuendumu - Anmatjere,2
3/03/2025,2024,7,House break-ins,House break-ins actual,-,-,NT Balance,Unknown ,2
3/03/2025,2024,7,House break-ins,House break-ins actual,-,-,Palmerston,,17
3/03/2025,2024,7,House break-ins,House break-ins actual,-,-,Tennant Creek,,13
3/03/2025,2024,7,House break-ins,House break-ins attempted,-,-,Alice Springs,,25
3/03/2025,2024,7,House break-ins,House break-ins attempted,-,-,Darwin,,3
3/03/2025,2024,7,House break-ins,House break-ins attempted,-,-,Katherine,,4
3/03/2025,2024,7,House break-ins,House break-ins attempted,-,-,NT Balance,East Arnhem,1
3/03/2025,2024,7,House break-ins,House break-ins attempted,-,-,NT Balance,Gulf,1
3/03/2025,2024,7,House break-ins,House break-ins attempted,-,-,NT Balance,Unknown ,1
3/03/2025,2024,7,House break-ins,House break-ins attempted,-,-,Palmerston,,3
3/03/2025,2024,7,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Alice Springs,,11
3/03/2025,2024,7,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,,21
